date,region,Sales
2019-09-11,west,11997
2019-09-12,east,11691
2019-09-12,north,11931
2019-09-12,south,11466
2019-09-12,west,11502
2019-09-13,east,12027
2019-09-13,north,11397
2019-09-13,south,11727
2019-09-13,west,11634
2019-09-14,east,11403
2019-09-14,north,11640
2019-09-14,south,11574
2019-09-14,west,11511
2019-09-15,east,11313
2019-09-15,north,12093
2019-09-15,south,11385
2019-09-15,west,11433
2019-09-16,east,11478
2019-09-16,north,11934
2019-09-16,south,11664
2019-09-16,west,11196
2019-09-17,east,11709
2019-09-17,north,11190
2019-09-17,south,11601
2019-09-17,west,11727
2019-09-18,east,11214
2019-09-18,north,11574
2019-09-18,south,11736
2019-09-18,west,11796
2019-09-19,east,11427
2019-09-19,north,11901
2019-09-19,south,11352
2019-09-19,west,11610
2019-09-20,east,11331
2019-09-20,north,11271
2019-09-20,south,11382
2019-09-20,west,11673
2019-09-21,east,11706
2019-09-21,north,11226
2019-09-21,south,11721
2019-09-21,west,12216
2019-09-22,east,11295
2019-09-22,north,11295
2019-09-22,south,11694
2019-09-22,west,11508
2019-09-23,east,11316
2019-09-23,north,11169
2019-09-23,south,11502
2019-09-23,west,11391
2019-09-24,east,11115
2019-09-24,north,12105
2019-09-24,south,11682
2019-09-24,west,11274
2019-09-25,east,11199
2019-09-25,north,11817
2019-09-25,south,11649
2019-09-25,west,11634
2019-09-26,east,11649
2019-09-26,north,11469
2019-09-26,south,11286
2019-09-26,west,11487
2019-09-27,east,11736
2019-09-27,north,11697
2019-09-27,south,11553
2019-09-27,west,11463
2019-09-28,east,11427
2019-09-28,north,11754
2019-09-28,south,11898
2019-09-28,west,11490
2019-09-29,east,11445
2019-09-29,north,11523
2019-09-29,south,11658
2019-09-29,west,11505
2019-09-30,east,11889
2019-09-30,north,11385
2019-09-30,south,11298
2019-09-30,west,11775
2019-10-01,east,11526
2019-10-01,north,11430
2019-10-01,south,11187
2019-10-01,west,11685
2019-10-02,east,11547
2019-10-02,north,12000
2019-10-02,south,11301
2019-10-02,west,11325
2019-10-03,east,11451
2019-10-03,north,11637
2019-10-03,south,11019
2019-10-03,west,11268
2019-10-04,east,11592
2019-10-04,north,11337
2019-10-04,south,11130
2019-10-04,west,11502
2019-10-05,east,11643
2019-10-05,north,11271
2019-10-05,south,11853
2019-10-05,west,11793
2019-10-06,east,11736
2019-10-06,north,11544
2019-10-06,south,11892
2019-10-06,west,11985
2019-10-07,east,11601
2019-10-07,north,11805
2019-10-07,south,11496
2019-10-07,west,11637
2019-10-08,east,11556
2019-10-08,north,11199
2019-10-08,south,11325
2019-10-08,west,11748
2019-10-09,east,11559
2019-10-09,north,11652
2019-10-09,south,11124
2019-10-09,west,11271
2019-10-10,east,11664
2019-10-10,north,11913
2019-10-10,south,11709
2019-10-10,west,11706
2019-10-11,east,11436
2019-10-11,north,11448
2019-10-11,south,11343
2019-10-11,west,11523
2019-10-12,east,11661
2019-10-12,north,11616
2019-10-12,south,11961
2019-10-12,west,11373
2019-10-13,east,11466
2019-10-13,north,11598
2019-10-13,south,11046
2019-10-13,west,11484
2019-10-14,east,11547
2019-10-14,north,11595
2019-10-14,south,11490
2019-10-14,west,11229
2019-10-15,east,11388
2019-10-15,north,12084
2019-10-15,south,11379
2019-10-15,west,11412
2019-10-16,east,11652
2019-10-16,north,11229
2019-10-16,south,11292
2019-10-16,west,11571
2019-10-17,east,11490
2019-10-17,north,11277
2019-10-17,south,11892
2019-10-17,west,11562
2019-10-18,east,11787
2019-10-18,north,11013
2019-10-18,south,11232
2019-10-18,west,11580
2019-10-19,east,11316
2019-10-19,north,11547
2019-10-19,south,11733
2019-10-19,west,11439
2019-10-20,east,11739
2019-10-20,north,11694
2019-10-20,south,11016
2019-10-20,west,11736
2019-10-21,east,11739
2019-10-21,north,11358
2019-10-21,south,11088
2019-10-21,west,11220
2019-10-22,east,11076
2019-10-22,north,11352
2019-10-22,south,11988
2019-10-22,west,11538
2019-10-23,east,11640
2019-10-23,north,11763
2019-10-23,south,11403
2019-10-23,west,11733
2019-10-24,east,11925
2019-10-24,north,11625
2019-10-24,south,11229
2019-10-24,west,11421
2019-10-25,east,11454
2019-10-25,north,11241
2019-10-25,south,11361
2019-10-25,west,11505
2019-10-26,east,11712
2019-10-26,north,11670
2019-10-26,south,11256
2019-10-26,west,11391
2019-10-27,east,11847
2019-10-27,north,11736
2019-10-27,south,11718
2019-10-27,west,11340
2019-10-28,east,11625
2019-10-28,north,11610
2019-10-28,south,11805
2019-10-28,west,11496
2019-10-29,east,11679
2019-10-29,north,11757
2019-10-29,south,11301
2019-10-29,west,10995
2019-10-30,east,11775
2019-10-30,north,11760
2019-10-30,south,11901
2019-10-30,west,11106
2019-10-31,east,11349
2019-10-31,north,11466
2019-10-31,south,11385
2019-10-31,west,11955
2019-11-01,east,11811
2019-11-01,north,11643
2019-11-01,south,11367
2019-11-01,west,11601
2019-11-02,east,11490
2019-11-02,north,11856
2019-11-02,south,11913
2019-11-02,west,11628
2019-11-03,east,11376
2019-11-03,north,11361
2019-11-03,south,11700
2019-11-03,west,11406
2019-11-04,east,11337
2019-11-04,north,11580
2019-11-04,south,12051
2019-11-04,west,11571
2019-11-05,east,11706
2019-11-05,north,11154
2019-11-05,south,11502
2019-11-05,west,10968
2019-11-06,east,11613
2019-11-06,north,12021
2019-11-06,south,11919
2019-11-06,west,11310
2019-11-07,east,11358
2019-11-07,north,11319
2019-11-07,south,11715
2019-11-07,west,11511
2019-11-08,east,11337
2019-11-08,north,11643
2019-11-08,south,11844
2019-11-08,west,11184
2019-11-09,east,11277
2019-11-09,north,11853
2019-11-09,south,11481
2019-11-09,west,11757
2019-11-10,east,12291
2019-11-10,north,11925
2019-11-10,south,11637
2019-11-10,west,11313
2019-11-11,east,11370
2019-11-11,north,11265
2019-11-11,south,11460
2019-11-11,west,11547
2019-11-12,east,11814
2019-11-12,north,12027
2019-11-12,south,11925
2019-11-12,west,11964
2019-11-13,east,11439
2019-11-13,north,11823
2019-11-13,south,11370
2019-11-13,west,11532
2019-11-14,east,11232
2019-11-14,north,11553
2019-11-14,south,11409
2019-11-14,west,11568
2019-11-15,east,11280
2019-11-15,north,11484
2019-11-15,south,11433
2019-11-15,west,11910
2019-11-16,east,11289
2019-11-16,north,11526
2019-11-16,south,11640
2019-11-16,west,11427
2019-11-17,east,11199
2019-11-17,north,11502
2019-11-17,south,11622
2019-11-17,west,11409
2019-11-18,east,11379
2019-11-18,north,11670
2019-11-18,south,12042
2019-11-18,west,11241
2019-11-19,east,11358
2019-11-19,north,11592
2019-11-19,south,11361
2019-11-19,west,11502
2019-11-20,east,11508
2019-11-20,north,10989
2019-11-20,south,11262
2019-11-20,west,11460
2019-11-21,east,11334
2019-11-21,north,11535
2019-11-21,south,11433
2019-11-21,west,11616
2019-11-22,east,11421
2019-11-22,north,11715
2019-11-22,south,11289
2019-11-22,west,11451
2019-11-23,east,11262
2019-11-23,north,11637
2019-11-23,south,11451
2019-11-23,west,11850
2019-11-24,east,11148
2019-11-24,north,11112
2019-11-24,south,11745
2019-11-24,west,11880
2019-11-25,east,11997
2019-11-25,north,11574
2019-11-25,south,11028
2019-11-25,west,11760
2019-11-26,east,11544
2019-11-26,north,11301
2019-11-26,south,11259
2019-11-26,west,11619
2019-11-27,east,11937
2019-11-27,north,11607
2019-11-27,south,11427
2019-11-27,west,11511
2019-11-28,east,11778
2019-11-28,north,11628
2019-11-28,south,12249
2019-11-28,west,11625
2019-11-29,east,11802
2019-11-29,north,11646
2019-11-29,south,11592
2019-11-29,west,11895
2019-11-30,east,11712
2019-11-30,north,12069
2019-11-30,south,11889
2019-11-30,west,11514
2019-12-01,east,11640
2019-12-01,north,11646
2019-12-01,south,11682
2019-12-01,west,11712
2019-12-02,east,11490
2019-12-02,north,12123
2019-12-02,south,11262
2019-12-02,west,11703
2019-12-03,east,11394
2019-12-03,north,11289
2019-12-03,south,12006
2019-12-03,west,11427
2019-12-04,east,11718
2019-12-04,north,11658
2019-12-04,south,11715
2019-12-04,west,11652
2019-12-05,east,11808
2019-12-05,north,11604
2019-12-05,south,11655
2019-12-05,west,11667
2019-12-06,east,11196
2019-12-06,north,11904
2019-12-06,south,11673
2019-12-06,west,12030
2019-12-07,east,12093
2019-12-07,north,11601
2019-12-07,south,11619
2019-12-07,west,11796
2019-12-08,east,11538
2019-12-08,north,11778
2019-12-08,south,11685
2019-12-08,west,11547
2019-12-09,east,12030
2019-12-09,north,11217
2019-12-09,south,11706
2019-12-09,west,11628
2019-12-10,east,11514
2019-12-10,north,11241
2019-12-10,south,11277
2019-12-10,west,11838
2019-12-11,east,11454
2019-12-11,north,11715
2019-12-11,south,11196
2019-12-11,west,11448
2019-12-12,east,11589
2019-12-12,north,11259
2019-12-12,south,11514
2019-12-12,west,11985
2019-12-13,east,11661
2019-12-13,north,11895
2019-12-13,south,11667
2019-12-13,west,12009
2019-12-14,east,11808
2019-12-14,north,11574
2019-12-14,south,11721
2019-12-14,west,11307
2019-12-15,east,11904
2019-12-15,north,11553
2019-12-15,south,11409
2019-12-15,west,11355
2019-12-16,east,11766
2019-12-16,north,11691
2019-12-16,south,11736
2019-12-16,west,11538
2019-12-17,east,11331
2019-12-17,north,11433
2019-12-17,south,11463
2019-12-17,west,11262
2019-12-18,east,11433
2019-12-18,north,11148
2019-12-18,south,12015
2019-12-18,west,11340
2019-12-19,east,10926
2019-12-19,north,11793
2019-12-19,south,11406
2019-12-19,west,11457
2019-12-20,east,11706
2019-12-20,north,11784
2019-12-20,south,11865
2019-12-20,west,11829
2019-12-21,east,11610
2019-12-21,north,11727
2019-12-21,south,11793
2019-12-21,west,11697
2019-12-22,east,11766
2019-12-22,north,11796
2019-12-22,south,11274
2019-12-22,west,11814
2019-12-23,east,11433
2019-12-23,north,11973
2019-12-23,south,11592
2019-12-23,west,11454
2019-12-24,east,11364
2019-12-24,north,11580
2019-12-24,south,11703
2019-12-24,west,11370
2019-12-25,east,11277
2019-12-25,north,11958
2019-12-25,south,11466
2019-12-25,west,11328
2019-12-26,east,11340
2019-12-26,north,11475
2019-12-26,south,11958
2019-12-26,west,11727
2019-12-27,east,11541
2019-12-27,north,11520
2019-12-27,south,11703
2019-12-27,west,11058
2019-12-28,east,11325
2019-12-28,north,11694
2019-12-28,south,11883
2019-12-28,west,11331
2019-12-29,east,11745
2019-12-29,north,11826
2019-12-29,south,11574
2019-12-29,west,11712
2019-12-30,east,11760
2019-12-30,north,11295
2019-12-30,south,11451
2019-12-30,west,11013
2019-12-31,east,11793
2019-12-31,north,11745
2019-12-31,south,11736
2019-12-31,west,11805
2020-01-01,east,11343
2020-01-01,north,11406
2020-01-01,south,11856
2020-01-01,west,11700
2020-01-02,east,11304
2020-01-02,north,11538
2020-01-02,south,11466
2020-01-02,west,11643
2020-01-03,east,11781
2020-01-03,north,11445
2020-01-03,south,11616
2020-01-03,west,11487
2020-01-04,east,11763
2020-01-04,north,11730
2020-01-04,south,11604
2020-01-04,west,11607
2020-01-05,east,11094
2020-01-05,north,11442
2020-01-05,south,11544
2020-01-05,west,11370
2020-01-06,east,11229
2020-01-06,north,11763
2020-01-06,south,12009
2020-01-06,west,11514
2020-01-07,east,11229
2020-01-07,north,11853
2020-01-07,south,11376
2020-01-07,west,11505
2020-01-08,east,11730
2020-01-08,north,11382
2020-01-08,south,11778
2020-01-08,west,11979
2020-01-09,east,11547
2020-01-09,north,11673
2020-01-09,south,11778
2020-01-09,west,11511
2020-01-10,east,11853
2020-01-10,north,11511
2020-01-10,south,11340
2020-01-10,west,11913
2020-01-11,east,11811
2020-01-11,north,11679
2020-01-11,south,11541
2020-01-11,west,11553
2020-01-12,east,11400
2020-01-12,north,11682
2020-01-12,south,12072
2020-01-12,west,11628
2020-01-13,east,11250
2020-01-13,north,11397
2020-01-13,south,11304
2020-01-13,west,11913
2020-01-14,east,11469
2020-01-14,north,11265
2020-01-14,south,11304
2020-01-14,west,11652
2020-01-15,east,11985
2020-01-15,north,11823
2020-01-15,south,11247
2020-01-15,west,11298
2020-01-16,east,11241
2020-01-16,north,11529
2020-01-16,south,11817
2020-01-16,west,11658
2020-01-17,east,11511
2020-01-17,north,11751
2020-01-17,south,11292
2020-01-17,west,11967
2020-01-18,east,11652
2020-01-18,north,11733
2020-01-18,south,11382
2020-01-18,west,11577
2020-01-19,east,11403
2020-01-19,north,11454
2020-01-19,south,11415
2020-01-19,west,11409
2020-01-20,east,11598
2020-01-20,north,11643
2020-01-20,south,11370
2020-01-20,west,11787
2020-01-21,east,11580
2020-01-21,north,11865
2020-01-21,south,11625
2020-01-21,west,11421
2020-01-22,east,12048
2020-01-22,north,11316
2020-01-22,south,11373
2020-01-22,west,11403
2020-01-23,east,11562
2020-01-23,north,11481
2020-01-23,south,11451
2020-01-23,west,11592
2020-01-24,east,11649
2020-01-24,north,11340
2020-01-24,south,11463
2020-01-24,west,11700
2020-01-25,east,11886
2020-01-25,north,11043
2020-01-25,south,11694
2020-01-25,west,11643
2020-01-26,east,11751
2020-01-26,north,11628
2020-01-26,south,11418
2020-01-26,west,11412
2020-01-27,east,11862
2020-01-27,north,11082
2020-01-27,south,11391
2020-01-27,west,11556
2020-01-28,east,11835
2020-01-28,north,11538
2020-01-28,south,11475
2020-01-28,west,11502
2020-01-29,east,12114
2020-01-29,north,11724
2020-01-29,south,11148
2020-01-29,west,11703
2020-01-30,east,11460
2020-01-30,north,11490
2020-01-30,south,11493
2020-01-30,west,11337
2020-01-31,east,11868
2020-01-31,north,11361
2020-01-31,south,11463
2020-01-31,west,11493
2020-02-01,east,11067
2020-02-01,north,11463
2020-02-01,south,11796
2020-02-01,west,11256
2020-02-02,east,11742
2020-02-02,north,11934
2020-02-02,south,11235
2020-02-02,west,11487
2020-02-03,east,11361
2020-02-03,north,11334
2020-02-03,south,11703
2020-02-03,west,11724
2020-02-04,east,11565
2020-02-04,north,11403
2020-02-04,south,11931
2020-02-04,west,11577
2020-02-05,east,11664
2020-02-05,north,11949
2020-02-05,south,11469
2020-02-05,west,12054
2020-02-06,east,11586
2020-02-06,north,11517
2020-02-06,south,11466
2020-02-06,west,11385
2020-02-07,east,11463
2020-02-07,north,11868
2020-02-07,south,11517
2020-02-07,west,11259
2020-02-08,east,11676
2020-02-08,north,11688
2020-02-08,south,11937
2020-02-08,west,11508
2020-02-09,east,11460
2020-02-09,north,11751
2020-02-09,south,12009
2020-02-09,west,11562
2020-02-10,east,11862
2020-02-10,north,11643
2020-02-10,south,10968
2020-02-10,west,11832
2020-02-11,east,11220
2020-02-11,north,11421
2020-02-11,south,11262
2020-02-11,west,11517
2020-02-12,east,11994
2020-02-12,north,11916
2020-02-12,south,11643
2020-02-12,west,11565
2020-02-13,east,11556
2020-02-13,north,11763
2020-02-13,south,11658
2020-02-13,west,11616
2020-02-14,east,12060
2020-02-14,north,11586
2020-02-14,south,11778
2020-02-14,west,11373
2020-02-15,east,11184
2020-02-15,north,11685
2020-02-15,south,11310
2020-02-15,west,11604
2020-02-16,east,11529
2020-02-16,north,11124
2020-02-16,south,11727
2020-02-16,west,11862
2020-02-17,east,11808
2020-02-17,north,11658
2020-02-17,south,11241
2020-02-17,west,11418
2020-02-18,east,12021
2020-02-18,north,11619
2020-02-18,south,11553
2020-02-18,west,11520
2020-02-19,east,11559
2020-02-19,north,11394
2020-02-19,south,11661
2020-02-19,west,11802
2020-02-20,east,11622
2020-02-20,north,11157
2020-02-20,south,11622
2020-02-20,west,11781
2020-02-21,east,11466
2020-02-21,north,11619
2020-02-21,south,11391
2020-02-21,west,11103
2020-02-22,east,11406
2020-02-22,north,11403
2020-02-22,south,11481
2020-02-22,west,11670
2020-02-23,east,11772
2020-02-23,north,11109
2020-02-23,south,11463
2020-02-23,west,12078
2020-02-24,east,11382
2020-02-24,north,11391
2020-02-24,south,11520
2020-02-24,west,11421
2020-02-25,east,11223
2020-02-25,north,11346
2020-02-25,south,11805
2020-02-25,west,11319
2020-02-26,east,11508
2020-02-26,north,11352
2020-02-26,south,11445
2020-02-26,west,11439
2020-02-27,east,11286
2020-02-27,north,11574
2020-02-27,south,11337
2020-02-27,west,11718
2020-02-28,east,11241
2020-02-28,north,11652
2020-02-28,south,11634
2020-02-28,west,11775
2020-02-29,east,11205
2020-02-29,north,11748
2020-02-29,south,11784
2020-02-29,west,11889
2020-03-01,east,11727
2020-03-01,north,11376
2020-03-01,south,11178
2020-03-01,west,11457
2020-03-02,east,11151
2020-03-02,north,11448
2020-03-02,south,11628
2020-03-02,west,11253
2020-03-03,east,11790
2020-03-03,north,11736
2020-03-03,south,11316
2020-03-03,west,11439
2020-03-04,east,11091
2020-03-04,north,11358
2020-03-04,south,11403
2020-03-04,west,11577
2020-03-05,east,11211
2020-03-05,north,12291
2020-03-05,south,11526
2020-03-05,west,12012
2020-03-06,east,11367
2020-03-06,north,11445
2020-03-06,south,11799
2020-03-06,west,11220
2020-03-07,east,11748
2020-03-07,north,11274
2020-03-07,south,11406
2020-03-07,west,11511
2020-03-08,east,11466
2020-03-08,north,11451
2020-03-08,south,11367
2020-03-08,west,11715
2020-03-09,east,11829
2020-03-09,north,12003
2020-03-09,south,11529
2020-03-09,west,12021
2020-03-10,east,12036
2020-03-10,north,11535
2020-03-10,south,11622
2020-03-10,west,11391
2020-03-11,east,11238
2020-03-11,north,11406
2020-03-11,south,11142
2020-03-11,west,11277
2020-03-12,east,11508
2020-03-12,north,11394
2020-03-12,south,11346
2020-03-12,west,11496
2020-03-13,east,11829
2020-03-13,north,11736
2020-03-13,south,11664
2020-03-13,west,11640
2020-03-14,east,11847
2020-03-14,north,11526
2020-03-14,south,11622
2020-03-14,west,11580
2020-03-15,east,11967
2020-03-15,north,11106
2020-03-15,south,11796
2020-03-15,west,11505
2020-03-16,east,11781
2020-03-16,north,11925
2020-03-16,south,11661
2020-03-16,west,11808
2020-03-17,east,11373
2020-03-17,north,11700
2020-03-17,south,11880
2020-03-17,west,11433
2020-03-18,east,11622
2020-03-18,north,11364
2020-03-18,south,11358
2020-03-18,west,11694
2020-03-19,east,11538
2020-03-19,north,11520
2020-03-19,south,11628
2020-03-19,west,11451
2020-03-20,east,11382
2020-03-20,north,12024
2020-03-20,south,11613
2020-03-20,west,11544
2020-03-21,east,11601
2020-03-21,north,11328
2020-03-21,south,11643
2020-03-21,west,11022
2020-03-22,east,11676
2020-03-22,north,11535
2020-03-22,south,11061
2020-03-22,west,11835
2020-03-23,east,11742
2020-03-23,north,11709
2020-03-23,south,11667
2020-03-23,west,11592
2020-03-24,east,11430
2020-03-24,north,11286
2020-03-24,south,11814
2020-03-24,west,10779
2020-03-25,east,11439
2020-03-25,north,11781
2020-03-25,south,11754
2020-03-25,west,11571
2020-03-26,east,11436
2020-03-26,north,12018
2020-03-26,south,11391
2020-03-26,west,12018
2020-03-27,east,11559
2020-03-27,north,11967
2020-03-27,south,11610
2020-03-27,west,11985
2020-03-28,east,11532
2020-03-28,north,11370
2020-03-28,south,11637
2020-03-28,west,11745
2020-03-29,east,11754
2020-03-29,north,11781
2020-03-29,south,11283
2020-03-29,west,11985
2020-03-30,east,11865
2020-03-30,north,11529
2020-03-30,south,11700
2020-03-30,west,11289
2020-03-31,east,11844
2020-03-31,north,11700
2020-03-31,south,11508
2020-03-31,west,11622
2020-04-01,east,11712
2020-04-01,north,11061
2020-04-01,south,11373
2020-04-01,west,11904
2020-04-02,east,11415
2020-04-02,north,11778
2020-04-02,south,11325
2020-04-02,west,11580
2020-04-03,east,11340
2020-04-03,north,11520
2020-04-03,south,11403
2020-04-03,west,11499
2020-04-04,east,11553
2020-04-04,north,11637
2020-04-04,south,11568
2020-04-04,west,11598
2020-04-05,east,11682
2020-04-05,north,11571
2020-04-05,south,11931
2020-04-05,west,11355
2020-04-06,east,11637
2020-04-06,north,11478
2020-04-06,south,11580
2020-04-06,west,11544
2020-04-07,east,11322
2020-04-07,north,11355
2020-04-07,south,11541
2020-04-07,west,11295
2020-04-08,east,11544
2020-04-08,north,11706
2020-04-08,south,11793
2020-04-08,west,11211
2020-04-09,east,11325
2020-04-09,north,11292
2020-04-09,south,11499
2020-04-09,west,11490
2020-04-10,east,11589
2020-04-10,north,11559
2020-04-10,south,11385
2020-04-10,west,11445
2020-04-11,east,11325
2020-04-11,north,11592
2020-04-11,south,11334
2020-04-11,west,11100
2020-04-12,east,11496
2020-04-12,north,11691
2020-04-12,south,11412
2020-04-12,west,11811
2020-04-13,east,11265
2020-04-13,north,11613
2020-04-13,south,11751
2020-04-13,west,11475
2020-04-14,east,11394
2020-04-14,north,11928
2020-04-14,south,11454
2020-04-14,west,11580
2020-04-15,east,11874
2020-04-15,north,11922
2020-04-15,south,11892
2020-04-15,west,11169
2020-04-16,east,11442
2020-04-16,north,11859
2020-04-16,south,11508
2020-04-16,west,11529
2020-04-17,east,11310
2020-04-17,north,12000
2020-04-17,south,11646
2020-04-17,west,11694
2020-04-18,east,11736
2020-04-18,north,11652
2020-04-18,south,11289
2020-04-18,west,11274
2020-04-19,east,11853
2020-04-19,north,11775
2020-04-19,south,11823
2020-04-19,west,11517
2020-04-20,east,11658
2020-04-20,north,11388
2020-04-20,south,11763
2020-04-20,west,11580
2020-04-21,east,11238
2020-04-21,north,12042
2020-04-21,south,11373
2020-04-21,west,11538
2020-04-22,east,11430
2020-04-22,north,11175
2020-04-22,south,11835
2020-04-22,west,11562
2020-04-23,east,11958
2020-04-23,north,11769
2020-04-23,south,11337
2020-04-23,west,11724
2020-04-24,east,11178
2020-04-24,north,11529
2020-04-24,south,11349
2020-04-24,west,11520
2020-04-25,east,11835
2020-04-25,north,11229
2020-04-25,south,11349
2020-04-25,west,11286
2020-04-26,east,11349
2020-04-26,north,11700
2020-04-26,south,11676
2020-04-26,west,11754
2020-04-27,east,11694
2020-04-27,north,11133
2020-04-27,south,11838
2020-04-27,west,11070
2020-04-28,east,11658
2020-04-28,north,11787
2020-04-28,south,11472
2020-04-28,west,11451
2020-04-29,east,11490
2020-04-29,north,11721
2020-04-29,south,11505
2020-04-29,west,11853
2020-04-30,east,11517
2020-04-30,north,11418
2020-04-30,south,11529
2020-04-30,west,11811
2020-05-01,east,11730
2020-05-01,north,11712
2020-05-01,south,11598
2020-05-01,west,11316
2020-05-02,east,11358
2020-05-02,north,11187
2020-05-02,south,11427
2020-05-02,west,11730
2020-05-03,east,11334
2020-05-03,north,11958
2020-05-03,south,11331
2020-05-03,west,11568
2020-05-04,east,11193
2020-05-04,north,11481
2020-05-04,south,11550
2020-05-04,west,11622
2020-05-05,east,11613
2020-05-05,north,11322
2020-05-05,south,11409
2020-05-05,west,11268
2020-05-06,east,11769
2020-05-06,north,11388
2020-05-06,south,11490
2020-05-06,west,11619
2020-05-07,east,11616
2020-05-07,north,11163
2020-05-07,south,11835
2020-05-07,west,12042
2020-05-08,east,11583
2020-05-08,north,11631
2020-05-08,south,11487
2020-05-08,west,11388
2020-05-09,east,11793
2020-05-09,north,11463
2020-05-09,south,11709
2020-05-09,west,11559
2020-05-10,east,11697
2020-05-10,north,11439
2020-05-10,south,11472
2020-05-10,west,11370
2020-05-11,east,11232
2020-05-11,north,11685
2020-05-11,south,11424
2020-05-11,west,11469
2020-05-12,east,11658
2020-05-12,north,11697
2020-05-12,south,11937
2020-05-12,west,11733
2020-05-13,east,11193
2020-05-13,north,11331
2020-05-13,south,11262
2020-05-13,west,11031
2020-05-14,east,11727
2020-05-14,north,11622
2020-05-14,south,11160
2020-05-14,west,11871
2020-05-15,east,11526
2020-05-15,north,11772
2020-05-15,south,11304
2020-05-15,west,11832
2020-05-16,east,11259
2020-05-16,north,11628
2020-05-16,south,11796
2020-05-16,west,11556
2020-05-17,east,11394
2020-05-17,north,11184
2020-05-17,south,11460
2020-05-17,west,11568
2020-05-18,east,11487
2020-05-18,north,11478
2020-05-18,south,11409
2020-05-18,west,11721
2020-05-19,east,11508
2020-05-19,north,11505
2020-05-19,south,11328
2020-05-19,west,11382
2020-05-20,east,11436
2020-05-20,north,11526
2020-05-20,south,11496
2020-05-20,west,11592
2020-05-21,east,11787
2020-05-21,north,11394
2020-05-21,south,11991
2020-05-21,west,11361
2020-05-22,east,11595
2020-05-22,north,11082
2020-05-22,south,11565
2020-05-22,west,11475
2020-05-23,east,11214
2020-05-23,north,11526
2020-05-23,south,11559
2020-05-23,west,11988
2020-05-24,east,11604
2020-05-24,north,11955
2020-05-24,south,11595
2020-05-24,west,11940
2020-05-25,east,11292
2020-05-25,north,11382
2020-05-25,south,11121
2020-05-25,west,11682
2020-05-26,east,11853
2020-05-26,north,11547
2020-05-26,south,11682
2020-05-26,west,11586
2020-05-27,east,11241
2020-05-27,north,11229
2020-05-27,south,11583
2020-05-27,west,11841
2020-05-28,east,11550
2020-05-28,north,11346
2020-05-28,south,11397
2020-05-28,west,11403
2020-05-29,east,11766
2020-05-29,north,11448
2020-05-29,south,11217
2020-05-29,west,11706
2020-05-30,east,11655
2020-05-30,north,11580
2020-05-30,south,11877
2020-05-30,west,11547
2020-05-31,east,11880
2020-05-31,north,11523
2020-05-31,south,11646
2020-05-31,west,11814
2020-06-01,east,11754
2020-06-01,north,11868
2020-06-01,south,11625
2020-06-01,west,11976
2020-06-02,east,11556
2020-06-02,north,11502
2020-06-02,south,11625
2020-06-02,west,11697
2020-06-03,east,11229
2020-06-03,north,11685
2020-06-03,south,11751
2020-06-03,west,11757
2020-06-04,east,11730
2020-06-04,north,11694
2020-06-04,south,11430
2020-06-04,west,11937
2020-06-05,east,11646
2020-06-05,north,11289
2020-06-05,south,11679
2020-06-05,west,11394
2020-06-06,east,11181
2020-06-06,north,11670
2020-06-06,south,11904
2020-06-06,west,11838
2020-06-07,east,11337
2020-06-07,north,11574
2020-06-07,south,11574
2020-06-07,west,11700
2020-06-08,east,11436
2020-06-08,north,11286
2020-06-08,south,11628
2020-06-08,west,11526
2020-06-09,east,11829
2020-06-09,north,11382
2020-06-09,south,11553
2020-06-09,west,11277
2020-06-10,east,11745
2020-06-10,north,11805
2020-06-10,south,11751
2020-06-10,west,11475
2020-06-11,east,11724
2020-06-11,north,11517
2020-06-11,south,11547
2020-06-11,west,11610
2020-06-12,east,11205
2020-06-12,north,11301
2020-06-12,south,11547
2020-06-12,west,11769
2020-06-13,east,11802
2020-06-13,north,11778
2020-06-13,south,11394
2020-06-13,west,11442
2020-06-14,east,11511
2020-06-14,north,11529
2020-06-14,south,11820
2020-06-14,west,11763
2020-06-15,east,11796
2020-06-15,north,11460
2020-06-15,south,11814
2020-06-15,west,11583
2020-06-16,east,11634
2020-06-16,north,11700
2020-06-16,south,11772
2020-06-16,west,11142
2020-06-17,east,11592
2020-06-17,north,11430
2020-06-17,south,11181
2020-06-17,west,11379
2020-06-18,east,11874
2020-06-18,north,11541
2020-06-18,south,11814
2020-06-18,west,11055
2020-06-19,east,11160
2020-06-19,north,11637
2020-06-19,south,11475
2020-06-19,west,11532
2020-06-20,east,11991
2020-06-20,north,11358
2020-06-20,south,11247
2020-06-20,west,11973
2020-06-21,east,11541
2020-06-21,north,11727
2020-06-21,south,11799
2020-06-21,west,11505
2020-06-22,east,11889
2020-06-22,north,11421
2020-06-22,south,11289
2020-06-22,west,11175
2020-06-23,east,11259
2020-06-23,north,11871
2020-06-23,south,11844
2020-06-23,west,11529
2020-06-24,east,11595
2020-06-24,north,11646
2020-06-24,south,11259
2020-06-24,west,12021
2020-06-25,east,11427
2020-06-25,north,11511
2020-06-25,south,11688
2020-06-25,west,11580
2020-06-26,east,11442
2020-06-26,north,11583
2020-06-26,south,11646
2020-06-26,west,11541
2020-06-27,east,11589
2020-06-27,north,11754
2020-06-27,south,11496
2020-06-27,west,11859
2020-06-28,east,11382
2020-06-28,north,11460
2020-06-28,south,11535
2020-06-28,west,11616
2020-06-29,east,11418
